Age,Gender,MaritalStatus,GSS_Office_Branch,GSS_Job_Role,Monthly_Base_Salary_PHP,Hourly_Base_Rate_PHP,PSA_Core_Inflation_Percent,NCR_Statutory_Wage_Floor_PHP,OverTime,JobInvolvement,StandardHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
33,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,4,3,4,7,4,3,0,false
42,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,48000.0,275.86,4.4,780.0,false,4,80,1,4,1,4,10,4,3,0,false
30,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,3,2,6,4,2,1,true
36,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,3,2,3,8,5,2,0,false
28,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,2,4,3,6,5,1,0,false
36,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,1,3,3,6,5,4,0,false
39,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,4,4,3,3,13,5,4,0,false
35,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,2,1,6,5,4,1,false
33,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,2,4,3,5,5,4,1,false
30,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,1,4,6,5,3,1,false
45,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,1,80,3,3,3,4,9,5,0,0,false
26,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,4,3,3,6,5,1,1,true
45,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,2,1,3,6,6,3,0,false
38,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,3,3,3,10,6,3,1,false
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,4,2,3,7,6,2,1,false
26,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,2,2,2,8,7,7,1,true
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,3,4,4,7,7,6,5,false
46,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,3,4,10,7,6,5,false
26,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,4,3,8,8,7,5,false
39,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,4,80,2,3,3,1,12,8,3,3,false
54,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,3,3,4,16,9,7,7,false
43,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,2,2,3,10,9,7,1,false
35,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,4,3,3,3,9,9,0,1,false
34,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,2,80,2,3,4,4,14,10,9,1,false
29,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,2,80,1,2,1,2,10,10,9,0,false
44,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,4,1,3,3,14,10,7,0,false
37,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,3,3,2,19,10,0,4,false
36,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,4,2,4,2,10,10,1,0,false
30,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,true,3,80,4,3,4,1,12,11,9,4,false
38,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,1,4,3,13,11,10,3,false
44,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,2,80,1,2,4,3,24,20,6,3,true
37,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,4,2,3,7,0,0,0,true
22,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,2,3,3,1,0,0,0,false
28,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,3,1,5,0,0,0,true
18,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,3,3,0,0,0,0,true
23,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,4,80,1,3,3,3,1,0,0,0,true
18,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,4,3,0,0,0,0,true
18,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,3,4,0,0,0,0,false
24,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,2,3,2,4,0,0,0,true
28,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,3,3,2,8,0,0,0,true
38,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,4,2,7,0,0,0,false
42,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,4,3,8,0,0,0,false
59,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,4,80,1,3,1,2,12,1,0,0,false
30,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,2,3,1,1,0,0,false
22,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,4,80,4,4,2,2,1,1,0,0,false
33,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,4,3,7,1,1,0,false
35,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,3,1,1,0,0,false
27,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,4,3,1,1,0,0,false
26,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,1,80,3,1,3,2,1,1,0,0,true
35,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,4,4,3,1,1,0,0,false
48,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,3,1,4,3,23,1,0,0,true
36,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,2,2,3,5,1,0,0,false
20,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,4,2,3,1,1,0,1,true
36,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,1,3,7,1,0,0,false
19,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,2,4,3,1,1,0,0,false
19,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,2,3,2,1,1,0,1,true
44,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,4,4,1,19,1,0,0,true
36,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,3,4,3,4,1,0,0,false
40,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,2,2,3,20,1,0,0,false
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,4,3,3,1,1,0,0,false
54,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,3,3,3,19,1,0,0,false
26,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,1,80,4,3,2,1,1,1,0,0,true
24,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,4,4,3,1,1,0,0,false
35,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,3,3,3,1,1,0,0,false
24,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,3,3,3,1,1,0,0,false
29,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,2,4,3,1,1,0,0,true
40,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,2,80,3,1,4,3,10,1,0,0,false
32,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,1,3,1,1,1,0,0,true
58,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,4,4,2,3,1,0,0,true
34,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,2,2,3,1,1,0,1,false
20,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,1,2,3,1,1,0,0,true
50,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,2,3,8,1,0,0,false
36,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,3,1,2,2,9,1,0,0,true
21,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,3,1,2,1,1,0,1,true
26,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,3,2,1,1,1,0,true
28,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,1,1,3,1,1,0,0,true
42,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,1,80,4,2,1,3,16,1,0,0,false
41,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,2,1,3,6,1,0,0,false
28,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,3,4,2,1,1,1,0,true
24,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,4,1,1,1,1,0,0,true
48,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,4,80,2,4,3,2,7,1,0,0,false
39,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,1,2,4,11,1,0,0,true
42,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,3,2,3,4,1,0,0,false
24,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,3,2,3,2,1,1,0,false
35,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,1,4,3,1,1,0,0,true
35,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,4,2,1,1,0,0,false
28,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,3,3,3,1,1,1,0,true
32,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,4,1,3,1,1,0,0,true
22,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,3,3,3,1,1,0,0,true
31,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,1,80,4,4,3,3,1,1,0,0,false
33,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,2,3,2,1,1,1,0,false
40,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,3,2,8,1,0,0,false
27,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,1,4,3,6,2,2,2,false
34,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,2,3,3,3,2,2,1,false
28,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,3,3,2,2,2,2,2,true
35,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,3,3,3,4,2,2,2,false
22,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,3,3,2,1,2,false
38,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,3,3,2,2,2,2,false
52,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,2,2,6,2,2,2,false
25,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,1,3,3,6,2,2,0,true
42,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,2,4,3,8,2,2,2,false
22,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,3,3,3,4,2,2,1,true
53,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Specialized Shared Services Analyst,65000.0,373.56,4.4,780.0,false,3,80,4,4,4,3,19,2,2,2,false
26,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,1,80,4,1,1,3,5,2,2,2,false
30,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,1,80,3,4,3,3,7,2,2,0,false
39,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,4,4,1,8,2,2,2,true
27,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,3,2,3,4,2,2,2,false
31,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,3,2,2,2,2,2,true
35,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,4,2,4,2,2,2,2,false
20,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,1,1,2,2,2,2,1,false
32,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,3,3,3,2,2,2,2,false
21,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,1,3,1,2,2,2,2,true
28,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,4,2,3,2,2,2,2,false
31,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,2,3,1,7,2,2,2,true
49,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,4,2,2,17,2,2,2,false
47,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,2,3,3,7,2,2,2,false
31,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,1,2,2,4,2,2,2,false
25,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,4,3,2,7,2,2,0,false
35,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,4,3,3,5,2,2,2,false
44,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Specialized Shared Services Analyst,55000.0,316.09,4.4,780.0,false,3,80,2,2,3,4,17,3,2,1,false
